,text
11942,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11943,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11944,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11945,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11946,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11947,Ministry of YouTube@ministryofyt·7hQuote
11948,Ministry of YouTube@ministryofyt·7hQuote
11949,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11950,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11951,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11952,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11953,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11954,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11955,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11956,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11957,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11958,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11959,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11960,Ministry of YouTube@ministryofyt·7hQuote
11961,Ministry of YouTube@ministryofyt·7hQuote
11962,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11963,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11964,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11965,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11966,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11967,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11968,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11969,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11970,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11971,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11972,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11973,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11974,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11975,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11976,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11977,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11978,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11979,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11980,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11981,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11982,"Eric Crook@EricCro68678634·21mWe can't afford to have big families...

We can't afford to have one person not work....

I'm very interested in solutions to this...150"
11983,"Olympus Prime@OlympusPr1me·7hEurope better start lighting some candles, pouring wine, and playing Barry White, the continent needs a romantic comeback.14277"
11984,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11985,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11986,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11987,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11988,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11989,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11990,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11991,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11992,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11993,Ministry of YouTube@ministryofyt·7hQuote
11994,Ministry of YouTube@ministryofyt·7hQuote
11995,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11996,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11997,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11998,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11999,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
12000,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
12001,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
12002,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
12003,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
12004,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
12005,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
12006,Ministry of YouTube@ministryofyt·7hQuote
12007,Ministry of YouTube@ministryofyt·7hQuote
12008,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
12009,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
12010,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
12011,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
12012,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
12013,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
12014,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
12015,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
